Dim1,Dim2,Label,Sample
-7.955648,17.42602,3,He's good. He's been swinging. I don't think he's hit live yet. He's hit off the tee. He says he fee
-17.083563,7.075331,7," I don't even know, maybe at the Bob Hope, and that's it.  Of course they have  thin air, as well.  "
13.649781,6.900314,4," Most of the time you know it right away.  It is dramatic.  You win, you feel like you are on the to"
20.275557,13.048832,5,He basically summed up everything.  It's just been an amazing three years for me.  Denver took me in
-24.660686,13.733385,2,"Those are pretty nice numbers for a middle, .484, 19 kills, eight blocks. And then got three aces, g"
-2.7820084,18.640842,2,Probably more.  It's his first Playoff.  He's a young guy.  We didn't know what to expect.  He's gro
-7.720848,9.481667,8,"Well, the three-batter minimum for me is a little cloudy, so I'm waiting to get some more clarificat"
21.685244,-11.818244,4," I wanted to come    I knew that the back nine would be hard to play, or harder, so I really wanted "
2.589449,-7.6616364,2,That's yet to be determined. I don't know if he played much baseball. We're going to find out just h
-5.0123878,15.946814,3," I had no idea.  I mean, until he said-- until he went up to the umpire's chair I had no idea he was"
4.874471,-3.6800783,5,"We are from a cricket crazy nation, so, yeah, people are expecting from us to win, and we are going "
1.6229368,-13.070193,6,Just trying to get better. We've been fortunate to get to the Round of 8 the last couple years. That
-2.43061,-16.102247,5,"It's tough having to think about different games, especially in the Playoffs.  I think we've done a "
-7.2548704,-8.822432,7,We're really excited to be here in Pittsburgh. We've enjoyed our time here. Been here since Monday. 
-1.2191759,19.22866,2,"Yeah, I don't know if I came into his first year here shooting for 150. I think days off are importa"
-3.3005362,11.674914,2," I don't know, he played okay, so good. I didn't have a lot of chances.  I was always behind.  I don"
-14.306254,4.368573,4,"A little bit, yeah. I think there's two different situations; one was with two outs, one was with on"
5.4812303,-1.520702,5,  I'm blessed.  I'm blessed to be there.  I'm grateful.  But at the end of the day that's good and a
14.631867,-13.153474,5,"I think they're excited. I think part of the excitement is, when you hear how things are going to be"
4.187164,17.172667,1,I think all of his meetings are pretty similar.  It always ends with  Do the obvious things right.
-6.782546,10.014069,2,"Yeah, the innings started well and Javeria played well, and we had some more partnerships. I'm tryin"
-1.0258313,22.724129,2,Sevi is another guy that really improved his defense over the course of the year. Always a catch fir
-16.707531,-12.562237,2," Well, if she -- it is hard to tell.  I mean, if she keeps playing as well as she does, maybe.  But "
17.229225,14.857632,1,"For sure. Oh, yeah. Let me give you an example. I bring in Thomas Hardy to pitch the seventh inning."
6.9986544,7.98128,7,"I've got some friends up here and my parents are driving up tonight.  My brother lives in D.C., so n"
-0.33215848,-27.66901,8,Absolutely not. Absolutely not. This is just a little thing that turned into a big thing that turned
-16.774263,13.178667,5,"  ""Don't lose.""  He was pretty simple about stuff like that.  The ball is in my hand and I have cont"
-2.2289474,11.316306,4," I don't really know, you know, what was going through his head.  He played a good game to break me."
-11.030161,-2.7007644,6,"  We took some time off yesterday just to kind of get away from it a little bit, and we reconvened t"
12.619747,6.128032,7," Yeah, I kind of felt like you know, the crowd was for me and you know, it is a good feeling to have"
14.453263,5.796661,2,"I agree, I think it's a great recognition for her and for her Teammates. Obviously you don't get to "
-16.962843,-1.0807182,7,  Not very big.  We had three people living in one and two people in two other rooms.  I had a singl
-8.275271,19.542557,5,"I think he does a good job of keeping himself in the mix.  He's that type of guy that, yeah, he's ar"
-1.6718248,-24.351639,2, We have Karrie Webb here.  She comes into this tournament having won last week at Evian and in very
-7.072853,-5.737128,7,Absolutely.  It's exceeded our expectations.  When you get down here in this weather and the hospita
6.515844,-9.225309,1,Can we talk about that after a few cocktails? (Chuckles.) There was a lot of conversation about that
12.440176,-7.1113434,7," Ask her what she means.  I mean, hanging out for me is just being home and play tennis one day and "
1.3584644,15.046516,5,I think the future is bright for this organization. I know Jeff is not only planning to be good for 
4.9612465,5.0618434,5,"That's what you live for. For me, I need to get in my pregame routine right now, and that's where I'"
25.897188,-0.8045865,7," I was sleeping also.  And taking a lot of showers, because you sweating just walking on the street."
0.3846681,-3.069018,5,I just think it's going to be easier this year because I know the players so much and I know -- I'm 
-3.7062807,4.7510157,2," I don't think so, no.  I wasn't very happy with my game today, so I don't know.  I didn't do anythi"
15.668344,7.974007,7," Just have to read Brad Gilbert's book then you know everything.  You need to read his book, then yo"
21.27424,11.507679,7,"Congratulations, Marcus; Yordan, thank you for coming; Yasmani Grandal, Xander, Kirby, thank you for"
7.7441697,-6.6122727,6,I think we're going to come out tomorrow and try to apply pressure. When we play our best baseball w
-4.9855876,-12.336993,7,"Yeah, but to what extent, we didn't know to what extent. But, yeah, we were trying to take some prec"
4.6242657,-1.4153675,3,  I'm not going to get into all of those because I don't know all of them.  I'll just be in there at
-2.8680227,-20.288439,4,"Yeah. Actually, we think the first one is edge, but unfortunately, we lost the review, and the secon"
4.0694747,-6.6692896,1,  I don't know that Will is going to be able to help us do anything when we're sitting eighth.  That
22.00242,-1.3915536,2,Am I a fan? I love it when my pitchers get three hitters out in a row. I think that's the greatest t
-6.1055684,-16.913933,4,"National championship over everything.  This is an amazing experience.  We really came out today, an"
15.569385,12.708632,4,"If you were to use this week's current rankings, pre British Open, and apply the new 35 divisor, I b"
22.184416,4.977679,2,I think everybody needs a little bit of confidence. You can't go out there not having any. If it's y
-10.206372,18.435436,2,He's extremely smart. He can move the ball around. He changes speeds from 90-plus to 70 and below. T
8.170805,-17.199465,2,"It's just a great group of guys and they played so well, and they were just flying all over, and tha"
11.4867,-14.969543,5,I think it helps our players knowing that they got a chance to play here for a couple of days. They 
5.292144,27.638308,7,"That's an inside joke. Tommy and I have spoken a lot, as much as anybody I've spoken with has been T"
-2.8145587,-17.68307,4,"  I don't think ever in a major  -- to be in contention, I don't think we've ever been in the final "
21.466835,5.9515767,8, You don't deserve to take my money.  I deserve to take your money because I help you do your job.
20.952799,12.049212,7,"Jenna Gray, setter, Stanford volleyball. Not a question. But just wanted to apologize for all of the"
1.8014361,14.418538,7," It is great.  It is a great city for sure.  You can see some real life and you know, since we only "
-18.717619,4.658551,2," When I first hit it, I had no idea whether it was going to go out, but once it goes out, it's a pre"
4.464871,5.621717,7, That's true.  I'm always afraid I'm going to get shot because somebody thinks I'm Brad.  I need a s
-1.2155582,-17.68355,5,It's the first time we've ever achieved that in our 27-year history.  Obviously we're excluding the 
-1.7638173,-14.155931,5,I'm just looking forward to work with these kids again. That's my mindset. I'm very lucky to have th
-4.3247275,-9.871876,5,"Yeah.  It's like -- I mean, the goal is to get back and win it, though.  We're not satisfied with ge"
9.919783,-10.589996,5,  No one on this Team cares about Individual awards.  Not something that anyone needs to be concerne
12.656577,-3.243726,5,"Griff Thompson, Will Hudson and Patrick Burkinshaw are like three of my best friends on the Team.  I"
22.915133,7.3462925,7,"Thanks very much, Ted. If you would like to ask a question, raise your hand and wait for a microphon"
-4.9948163,4.446879,5,I hope so. I hope so. I'm AOK with being the underdog. Kind of been there for most of my career. I'v
6.857289,-21.927668,2,"Well, that line, when they're all together, they have great chemistry for sure.  That line will be m"
-0.25844517,-12.519043,5,"Through text chains, different things like that.  We obviously see him when we're at home.  Chris Wa"
5.3913717,-15.335467,1,"Yeah, I think especially early on, being in their building, it's something that we can certainly do."
9.31846,6.658326,4,"  We approach every game with that mindset.  We want to be the Team that gets the first loose ball, "
-5.7805934,0.13881527,1,"  We have Batista listed on the bullpen card today, but it is strictly in an emergency situation tha"
-12.935758,10.568013,7,  After I came into the room and I saw today I didn't know if it was me seeing him or him lying down
16.240135,-12.299922,7,"I found out from Alex Bregman, by the way, which is part of the story. I forget to answer the first "
-9.261602,-18.27132,4,I'm not too sure what really happened.  It just happened so fast.  But the officials did a tremendou
-15.275121,20.02662,4, It broke left to right and at the end it came back and it was coming back right to left at the end 
-19.018162,-11.853002,7,At what point does she stop becoming the transfer from Michigan? That was three years ago. She's Tif
19.744368,1.0698266,4, It is the same.  It is fast.  Just fast.  You can't say it is two miles slower or something.  It is
-19.602448,17.644331,4,"On the 10th tee I put it in the rough but made a bogey there, but on the next hole I made a birdie, "
-20.575443,0.63433045,2,"I thought I did fine. I don't know, I'm just playing to win. I guess that's the key to my performanc"
13.131138,11.531576,8,"""Don't you think you had a moral obligation to the British fans to let them see the greatest player "
-7.8420577,14.179221,2,"Yeah, I don't know if they're really slowing him down.  I think he's getting looks.  He's just not s"
-6.184597,-5.7351894,5,"We trust our players here. You hear a lot of people like me sit up here and say that, We trust our p"
-14.294007,20.660255,1,"Yeah, the coaches always emphasise on bowling on the right place and right spot and right length and"
3.479768,-8.64114,5,"That's a tough call. I haven't even looked at schedule yet, but I know we play good baseball, and we"
-9.657707,23.12978,7,Something we did as an organization is we sent a group of professionals to Puerto Rico to work with 
-1.1077477,5.242162,5,"No, I'm a genuine guy, and it's really easy in this game, especially players. They see through the p"
10.323804,-4.342814,2,"Today was a much better day, yeah.  Eight birdies and felt great out there.  Nice to post a 65 up th"
0.9788534,0.31222573,1, I prefer to leave it a secret because I'd like it to be working for me for more and more weeks and 
10.692204,-18.512127,4,They didn't win 106 games for nothing. They'll really good. They've got a well-balanced lineup. Thei
-9.584499,19.937252,2,"We're very pleased with the way he played. Obviously, the errors aren't part of the equation, but wh"
-6.849825,-9.749832,5,We're happy to be back at the Final Four. Excited for our match on Thursday. Been a great year for u
0.024816627,-6.5217376,3,"No, no. We have not. And I think it's probably something he would be open to. We have started talkin"
8.97139,-11.049726,2, I- wasn't- worried about the other guys in the draw.  Just concerned about my matches and what I wa
18.915722,6.8147254,7,"It's about seven, eight hours.  I'd skip school on Friday and go down.  I missed my fair days of sch"
-18.367167,-13.414698,2," Well, sure she's a great player.  She has been at the top before, and, you know, she knows how to w"
1.2611974,22.608095,1,It's just tactically just to break the momentum because she was getting bat on ball and just to slow
11.012698,-10.976673,7," Yeah, first time.  Sometimes they defaulted at the beginning of the tournament, but not beginning s"
14.019286,17.291826,7,"  Yeah, it's actually a good influx of really good people.  It will just help on the engineering sid"
-2.490124,1.5332814,7,"  I happy to be in that position.  I am not thinking about if I am surprised or not.  I am very, ver"
17.850319,-18.865307,7,"  Interestingly enough, it's never like this day of decision.  I just kind of start working out and "
13.104496,-9.359575,2," Yeah, I mean, I worked also a lot my physical, so I know I have now maybe one of the best also."
-16.55746,12.443381,2,"No, that's where the ball went. As soon as I try to premeditate, I usually lose my wicket. So I have"
8.706331,-3.5872114,2,"Yeah, of course it's a worry. I think any Team worries when their senior players aren't performing. "
2.313705,-2.9886384,1,"That is extremely important for us in offense.  To be as successful as we need to be, we need to hav"
17.83281,-13.929154,1,I'm not sure what the answer to that question is. The most direct and easiest way to answer is proba
16.016933,4.6831603,7," Well, what can you do when you have a rain like that?  There is not much you can do and when you wa"
10.108402,17.33882,7,I put that out of my mind a long time ago.  I could have sat in my den a lot of times and gotten mad
17.329647,4.4787803,4,Do you want to go through the birdies first and then he can make some comments?  You started on 10 a
-15.56496,5.3373466,6,"Doesn't look like there is one right now, but I hope there's one tomorrow. We're waiting until the l"
-22.32549,10.298994,7,"  I did.  Probably had a small piece last night, too.  I have had a couple of pieces since we cut it"
4.893672,-23.081076,1,  It's been good.  We got to enjoy some experiences that we don't see happen very often; so enjoy th
-22.733294,-12.596455,2," The forehand, the backhand, I already had it.  I have a forehand and two hand backhand.  Two hand b"
-12.938766,-9.647076,7," Well, I mean, I want to thank Laura, that's quite a compliment.  I mean, it's tough for me to think"
-9.509924,3.5515738,2," It was a little difficult to get into the court.  But it didn't take a lot of time to do that, the "
-13.899433,-1.7199951,3, I just came in with a bad knee and it just started getting worse.  It was a bit painful to push off
-13.507159,-7.8439627,7," Not anymore, as long as you have the right documentation it's not too bad.  But I didn't want to pu"
7.2871575,-16.743454,6,"""Them"" being Stanford? Well, they're good. They were good then, and they're good now. We know we've "
-5.2906127,-1.6861491,8,"Yeah, look, nothing has been decided yet, so it's tough to talk about when there is an investigation"
-9.0786495,18.221436,2,"  I mean, obviously, all the experiences that he's had.  He's not going to get surprised by anything"
-16.135366,-13.148703,4," Not yet, but maybe I will in a couple of years.  Today she had a good chance, because I wasn't play"
8.313713,20.430391,7,"I feel like I'd say what my mom always says about us when I ask who the favorite child is, and she w"
11.954154,25.660067,7,  Karting?  I was going to race a club race next weekend but then I realized I'm testing a couple da
13.904373,-3.8983254,2," Yeah, I would like to reach the top.  I would like to be the best.  I try to keep improving and to "
0.48310083,2.9808679,3,I think I am going to take about a month rest and let my knee heal and get ready for the tournaments
-13.421027,13.537453,2,Ask him if he can speak as loud as when he hit the ball on the train so they can hear him back there
8.797557,-8.850563,1," Hopefully there's somewhere I can do some sort of fix-up job, if I can get it somewhere near 55 deg"
-6.3526053,-26.147905,2,"I finished tied for second, played well.  I was tied on the last day and I finished second, finished"
-1.7907119,-6.285382,7," I just want it to be on the record so anybody upstairs and the writers that aren't here right now, "
-14.557063,-11.584267,6,"  Well, if I'm playing with Karrie, I look forward to it.  She's obviously one of the greatest playe"
-1.767553,-12.040888,1,"Just different adjustments. Different adjustments to make, different pitches. And to be able to focu"
-17.087343,7.0245,4," Oh, it's probably been -- I think maybe one of the holes in Reno, Nevada, I think I did it once the"
0.65660465,-19.492868,5,"It was a good feeling, especially after last year. Overall we're just glad that the Team did well an"
20.420963,2.623484,4," Six probably.  6 over through the first ten holes, at least four or five shots.  When that stuff ha"
1.2391915,-5.2751966,5,"Maybe even a little bit before. No, we all know who's going to potentially be available, so it was d"
5.5601554,-12.826169,7,"How good we're going to be, our young core of players, what we've got going. That's the best sell I "
18.658092,16.447681,4,"Yeah, so I didn't even know the 1 car had an engine issue. That's a bummer for sure. Our engine shop"
-7.7954545,4.5162044,2,"didn't fire me up a whole lot. I look out every day I loved practice, even as a player, I"
-11.230106,14.720887,2," A little bit, but not very much.  I didn't change anything really; just very small things, you know"
-24.154419,-8.064941,1,About four years ago.  I started using it midsummer and I've used the same putter ever since.  I've 
2.8966904,1.7156154,4,We played a match without Madison Duello. She's kind of an important part of what we're doing. And i
-2.229198,3.4375012,2," I don't think so.  Not at all.  I know she is a good player, but all the other things have nothing "
9.248103,13.651372,2,"That's a great question. This year since Spring Training, him, Robles, and I have really come a long"
6.739503,3.0155969,7," Well, when you ask me that, I feel maybe a little bit bad for her now, but I feel more happy for my"
3.457963,-14.0682335,6," Just looking forward to playing this game, because every  -- we've always dreamed of playing in thi"
4.6215715,-7.2714076,5,I see where you're going.  That's not our motivation.  We're trying to compete for a title.  Golden 
17.742714,-9.820427,1,That's a part of the coaching staff and what was evaluated of the situation and the nature of this t
-19.549206,1.825023,4,I think I got -- I kind of just saved it when my ball striking wasn't there; when my putting wasn't 
-17.186419,-14.273048,6,"Yeah, Murshida is very young in the Team, and she has the potential to play well in the match. She's"
-0.021908136,-2.418638,6,I don't know what the Nats fans are going to be like. I know they're going to be loud. I know it's g
-6.862401,-9.677588,6,We're very happy to be here and excited to be competing in this phase of the tournament and looking 
-6.8801165,-13.15408,1,"  Yeah, it was more just the read.  I had every intention to go with a rotation that we have been an"
9.197819,-13.954611,7,"That's a really good question that I don't know exactly how to answer yet, specifically, because the"
1.9089768,-5.019139,1,"You know, we'll have these conversations all day. It's an exciting time. Our pitching will be mapped"
-7.2735915,-20.943344,5,"  No.  I mean, our backs are against the wall.  It's not like it's never been done before.  We still"
-12.062122,16.423225,2,"If I had to pick one weakness from AnÃ»?bal, it's hold the runners on. And we knew that. We tried di"
-10.267201,2.5269253,4,"  Yeah, unfortunately I didn't hit that great of a shot on 11.  I feel like I executed my game plan,"
9.585441,12.910519,4," I don't know why was that.  I have six chances to come in, I didn't come once, so that is the way."
-14.631641,0.2051588,8," I could got a bad call, Bud.  Just long time out there to get a bad call on a big point."
-4.507379,-5.03411,7,  It means the world to me obviously that they're here.  This is the closest golf tournament that we
9.865554,6.9600673,7,Just makes you feel good.  It makes you want to play harder and play better because it is also a goo
21.909277,-1.372569,4," I think it's just another loss.  I mean, we won six Grand Slams in a row.  How lucky do you want to"
-7.3558893,18.032082,2,"He's good. He threw, he felt good. We'll see what transpires between now and tonight. But he says he"
-8.310638,10.951962,2,"I haven't yet spoken to Max today, waiting for him to get here. So hopefully he's a little bit bette"
-5.6169295,-14.560686,4,"Yeah, I think tonight they were really clean, yeah, I'd agree. And I thought we had some chances cer"
-4.3721337,-20.19654,4,"I think we had a good season, the seniors stepped up and this was their last game and they played ha"
8.556754,4.0296326,7,"No, I appreciate you saying that. But I'm not saying this trying to brag or trying to have any sense"
-16.892647,11.697893,7," I don't know, I signed the ball for a kid, so he might have had it because it was the same number. "
23.042711,10.265156,4,"  Honestly, today's round was a little bit boring.  I had 16 pars going into my last two holes, and "
-12.933599,16.529427,2,"It's been huge. And like I said, everybody talks about our big three, but AnÃ»?bal has pitched unbel"
16.974905,-7.0760155,2,Status is still the same.  He went through the film session and that was the bulk of what we did.  S
7.340822,10.986774,7,I think everything has been pushed into the pile already. All these cars are pretty much prepared th
-10.258142,4.1515207,2," Well, I didn't play my best, but I think a lot of that is due to what he was doing."
7.550567,-1.8220979,5,"To be honest with you, I don't think many guys really think about the series in its entirety. I thin"
0.8932897,-7.140089,4,"No, we didn't have those conversations. Yeah, it was really just about getting the score today and w"
-0.0072658234,-18.157415,1,"Not much. We were just looking to keep it simple, and yeah, we were just being in the present and en"
-1.4766176,-24.026289,2," I said this last week at Evian I wanted to do Top 10, Top 15, which last week I totally failed.  So"
-1.7030252,9.23331,7,"I'm going to have a press conference tomorrow at noon, and I'll address all those things then. I thi"
7.22147,-4.3372283,1,I don't get caught up in that.  I go out ask there and get myself prepared to play a big game and wo
2.4836009,2.1709225,2," No.  It is just that you know, the first match I played very good and today, I think I played much "
-6.947753,0.30786783,6,"No, I don't think it really was ever an idea. I threw a bullpen yesterday. Obviously found out when "
24.92579,6.356177,7,"What about later in your career, the Olympics? Does anything stand out to you as being such a pristi"
-18.297485,-14.279871,2,I think she passed over 2-4 and made zero hitting errors and she did a really nice job. She had a to
20.736063,8.943038,4," Yeah, I mean, given the condition, I think 67 is a great score, let alone tied for the lead.  Any t"
-4.8324337,27.245235,7,"  It definitely reminded me of it, just the excitement, the ""I can't believe this.""   I definitely s"
-14.9790535,-23.54578,1,"MIKE LEACH: Yeah, it's kind of a next-man-up deal.  It's a lot like practice or spring or camp  you "
10.796202,17.59147,4," At times, no.  At times, yes.  Depends on the player, depends on the day.  As far as today, I think"
-15.913546,-16.998423,2,"  Well, she's going to get better open looks in this series than she did in the last series, so that"
-4.8874564,27.023527,4,"No, definitely not.  I'm just thankful I shot a really good round today and I got myself back into i"
-2.4939303,6.647953,6,I personally don't think so. I don't think it's one point or two points that determine anything. It'
12.40459,2.6432652,7,You think about a lot of things before signing. You think about a lot. But I never thought that I'd 
-17.623098,-13.662535,1,"She won't be able to answer that. Yeah, she still was going to sit out. She's a precautionary risk, "
6.4114003,21.40709,1,"  Yes, because before couple weeks I don't have a confidence, you know, like distance.  If I have li"
6.5180583,-8.762333,6,"Yeah, I mean, there's probably not going to be a lot of odd-man rushes.  We know that.  It's been a "
22.338402,-7.5540504,4,"We tried to back up bowlers with the field, with setting the field, but the bowlers didn't really bo"
-22.24337,5.36222,2,I don't think there was one thing that I helped him with.  I think Andre is probably giving more cre
6.1943583,-4.2236843,2," I don't know.  Maybe.  I hope so, but I have to try to play the next year in the big tournaments cl"
1.900277,-0.9423379,7,Had to make a choice between that and Mexico and come home again is going to be the order of the day
-20.711123,15.274426,4," On 17, I didn't hit a good drive.  I hit a 5 iron in.  I had 235 to the pin.  I carried it 223 or s"
-7.4703155,19.233019,7,"As of right now, yes. I think he talked to some of you guys already. He gave you thumbs up, didn't h"
-8.865711,16.851072,7,"You know what, he's coming to the game. He's a fan. Hopefully he cheers for the Washington Nationals"
25.197758,2.728815,4,It's an incredible feeling. I really don't have many words right now. But after winning games one an
-11.8179455,6.219416,7," No.  I knew I was going to play two days in a row.  I was supposed to start on Monday, so was prepa"
1.2160871,17.837898,7," I am extremely delighted.  I think it's funny because when I won back in '98, I never even made a t"
1.5320407,2.4222097,2," As I said, I really believe I am a better player now and I think I deserve it more, these days and "
-18.458961,10.11159,7,I did not get a free dinner actually. There might have been a bill. I might have hit a window or som
14.667353,-1.6655189,7,"  Oh, I can see far away.  I just can't see close up anymore.  Can't read the scorecard, but I can s"
18.734865,-3.225235,4,I would say it was very close to maximum.  But not 100%.  I would say it was very close to maximum. 
18.059008,9.779712,4,"Yeah, everybody is on edge when you go into OT.  One bad bounce, it could be turning out badly for y"
11.141164,4.322627,5,"  Yeah, we'll talk about the starting lineup, we'll submit it 30 minutes prior, not before then. And"
-21.730804,-4.9147935,7,"  Again, the media is going to look for something, blow something out of proportion.  That's somethi"
11.861447,6.5162826,7,"  Not yet.  I saw her son this morning at the daycare.  You know, it is hard to kind of catch up bec"
4.554592,-21.870384,6,"Well, there's been times where that does happen, for sure.  We respond pretty well to adversity.  Wh"
21.591732,10.572489,2," Thank you, Geoff, for joining us.  Great round today.  I know you were probably a little disappoint"
-8.43135,1.6176761,4,"Well, I wasn't aware of that, that a lot of their runs were being scored during that portion of the "
6.3210473,1.2300835,2,"There was a time maybe when I was -- when I was more beatable, two years back, three years back, but"
-18.603699,-0.8776081,7,My dream was pitching in the big leagues was my dream. I always imagined playing the World Series an
-10.176269,-7.1062493,7," Well, I was on the Nationwide Tour for five years after college, and I've been close a few times.  "
-14.358251,-3.3324118,7,"Yeah, I guess I haven't really thought about it too much. But I'm sure I'll probably push it back a "
-9.48434,-8.969041,6,"Yeah, I've never been to the SCG. I've seen it all on TV in the Ashes when I was younger, so it's qu"
13.070096,-9.172916,4," I didn't make so much final, I mean, it is my second -- third, so -- but one day you have to start "
21.406157,-16.288502,5,"I think other than just the whole keeping the Team motivated, keeping the morale up. I don't know, a"
-4.2804976,-9.956413,6,"Yeah, it's exciting. I think after the first couple of games obviously our goal coming here was to b"
-11.5261345,-19.950478,1," No, but I think I was a little bit slower getting into the balls; especially at the net, because I "
15.246238,1.8270969,1,"  I don't know if you can compare them to any one Team.  I think every Team, every defense has it's "
-7.989712,-8.232442,7,"Yeah, I'll have some family and friends. It's nice to be back in a city that's somewhat familiar. It"
-15.172623,9.337519,4," It was just kind of sitting down, nestled down but I could see the ball.  I've been in worse, belie"
-2.859387,-2.495252,1,  It's a huge deal.  It's the switch of a game.  Could be the change of an outcome.  It's key.  We k
-12.265742,-4.896473,7,"  It's been a good time.  I got a chance to enjoy the city a little bit for a couple of days, look a"
-16.95787,19.96736,7,It's a Taylor Made Rossa putter.  I putted with a Rossa earlier in the year.  I'm going back and for
-0.1640222,-17.175262,5,I think so too. We kept learning as we went. That was the biggest thing. We were just taking it one 
13.959036,1.5321164,5,"  Hell, yeah.  Yeah.  Look, I show up to win every race, like any of these guys.  If you don't have "
8.646628,-14.555851,2,"I don't know if we can say we don't know a ton about them, just because of how good they are this ye"
-7.274251,2.6024044,4,"The BYU match from my freshman year, yeah, I saw a little parallels to that game, just that back and"
-11.747852,-9.016877,4,"  Yeah, I think it rained a lot last night and the course was playing quite long and quite soft.  Th"
4.595564,13.814718,7, I didn't eat at Flushing Meadow all two weeks.  What I was doing was getting good New York delis sa
6.7372355,16.561926,7,"Good afternoon. My name is Jon Shevstakovsky, and I am vice president of communications and educatio"
-6.8731356,6.673228,5,"Yeah, I use that as a lot of motivation personally. I love it. Honestly, like, if people want to mot"
-10.688983,-22.925074,4,"We actually hit some balls hard, we really did. We just can't get nothing going these last three day"
-22.260586,13.260227,4,"Execute.  Last night was a lot better, simplified getting pucks to the net, got some traffic.  We ha"
7.202884,22.112783,4,"  Pretty tough start.  You know, like actually 1st hole I make bogey I feel like it's can happen bec"
13.285384,17.469492,2," Bart, you've had a consistent year as far as making cuts, and you're 168th on the money list but ma"
-7.1562905,-13.65642,4," I thought I had a chance to go in the fifth set, especially with the breakpoint in the next game."
17.952833,9.82442,5,"Yeah, obviously it feels great when you do something for your Team, and yeah, I'm really looking for"
-11.433908,0.70485747,4,  It was a little bit luck that -- Todd normally plays with Arantxa and Arantxa decided not to play 
-1.8199192,-8.639521,4,  I was talking to Sue about it before we finished.  I talked to Cathy [Engelbert] about it before m
19.747334,20.320091,7," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the famil"
9.736863,-21.492706,5,"Yeah, I think those guys both came into our program a little unsure of what their role would be.  Th"
-4.6100445,9.146546,3,"  He's a competitor.  What he's trying to do -- you tip your hat to a guy like that.  Obviously, it'"
-15.658456,-17.250565,4,"This was the first time we've played in these conditions, and it's very different than ours. Usually"
-11.436217,-1.427684,2,"I think so.  I shot 66 and I was winning so I knew I was going to qualify, so I came straight over a"
-13.134995,6.393012,7, Because they was playing volleyball in the big club in France and the first activity was the tennis
12.411764,16.506868,7,"Well, I think I would characterize it as a tale of two cities. I think as between the negotiating co"
-3.389401,13.026219,2, I think it is difficult to say because I think he is second tournament.  I don't know how many tour
8.179264,0.46262974,5,"I feel a lot better after today, getting out of here with a good day, leading laps here. I feel good"
15.798294,-8.910567,6,"So, yeah, the pitch will probably play the same for both Teams. So it's just a matter of consistency"
8.731052,-5.0307236,5,"I don't know. Everyone is a little bit different, honestly. You just try and get to know one another"
0.7103223,-14.53118,5,"This Team had such a great year, and to end like that -- they are a great Team. I just wish we could"
11.9383745,4.708201,1,"Yeah, just in general terms if you look at a lineup and you have -- the fewer guys you have to game "
-9.168869,-9.255364,5,"I don't think I'll be able to describe what it's going to be like.  I know from what I've seen, I've"
12.806169,-13.612689,2,Certainly know who they are. This is certainly about our young core. Those two guys are part of it. 
12.726303,17.603767,4," Well, as far as I am concerned importance of the tournament and the kind of the player I beat today"
-3.610078,-13.326347,1,"Yeah, it was a lot different this year.  We had the experience.  We knew what the crowd was going to"
-7.4309607,17.295897,2,"I'm glad he told you that. I talked to him today, he says he feels real good. He's going to go. And "
-4.9050775,20.46823,2,"We're counting on Cano. He's another guy that had a bad year last year. Knowing him, knowing his pre"
-8.024607,-13.897237,4," He was out today and hopefully get a chance to see him in the next couple of days, I wanted to go l"
-18.349619,9.942318,7,"I think I might have been in 2000.  I think I was the oldest guy.  Nick Price was there, and I think"
-3.490486,8.003533,4,"Like I said, I just don't -- I don't want to make this about one play. It was a big play. I just don"
-13.40819,1.3107721,4, I didn't about that.  I just tried to play it point by point to see the next point and don't think 
8.021583,10.113057,4,"  I don't necessarily think it is an advantage.  You know, we have been involved in a Championship G"
-19.672441,-14.161031,2,"CHRIS HIGGS:  I think the only debate about any one player's performance is she being, whoever 'she'"
4.815374,1.0914006,7,"Exactly. We play this part kind of back to back to back, so it's nice to be in the same place. A tra"
1.6171101,7.5980434,7, It is enough to worry about is what is in front of me.  I don't need to worry about what everybody 
-17.064447,-11.11066,2," Oh, definitely.  I mean, definitely. She beat her earlier this year in Delray Beach.  I mean, I kno"
6.4960413,-12.665242,1,"We're pretty good, too. We're going to try to adapt to him. And I think our pitchers did a good job "
18.331284,-19.310957,7,It's devastating. It's not something that I wish on anybody in this room. Just like I don't wish any
-6.2833714,18.68002,7,I think he'll be great. He's a fun-loving guy. He's a different dude. I think he'll be great in that
9.702685,-12.931686,7,"No. They haven't reached out because of that. I've had players reach out to me this off-season, but "
-10.789332,-11.856857,4,"I mean, they won some two-strike counts. They battled. I mean, I feel like I've said this a few time"
-16.011246,19.880003,4," 3, I hit it in the rough left and then hit it in the front left bunker, just got it on to the green"
